Student_ID,Age,Gender,Study_Hours,Attendance,Math_Score,Science_Score,English_Score,Computer_Score,Total_Score,Percentage,Grade
STU11351,20,Female,2.1,85.1,82,58,71,82,293,73.25,B
STU11352,18,Male,4.1,60.7,72,71,76,85,304,76.0,B
STU11353,19,Female,6.8,71.7,100,90,73,90,353,88.25,A
STU11354,20,Female,4.4,83.7,80,71,78,91,320,80.0,A
STU11355,19,Female,4.8,83.4,79,88,98,91,356,89.0,A
STU11356,17,Male,5.4,79.8,81,83,87,94,345,86.25,A
STU11357,17,Female,6.6,85.7,87,90,100,100,377,94.25,A+
STU11358,16,Male,1.5,82.1,64,64,67,68,263,65.75,C
STU11359,20,Male,5.6,83.2,56,68,62,67,253,63.25,C
STU11360,19,Female,4.0,75.6,89,92,95,97,373,93.25,A+
STU11361,18,Male,4.8,91.8,71,65,70,71,277,69.25,C
STU11362,17,Female,6.4,77.7,92,72,76,70,310,77.5,B
STU11363,17,Male,2.4,68.7,59,60,54,57,230,57.5,D
STU11364,18,Male,2.7,74.3,70,75,84,82,311,77.75,B
STU11365,19,Female,1.0,78.5,32,39,59,46,176,44.0,F
STU11366,19,Female,3.5,91.9,83,83,65,73,304,76.0,B
STU11367,20,Male,6.9,81.6,99,91,100,100,390,97.5,A+
STU11368,20,Female,4.3,80.1,77,76,82,89,324,81.0,A
STU11369,21,Female,2.1,69.5,51,61,57,56,225,56.25,D
STU11370,21,Female,3.6,89.9,80,71,77,75,303,75.75,B
STU11371,16,Male,1.8,75.5,61,65,51,56,233,58.25,D
STU11372,17,Female,2.5,81.0,70,66,67,66,269,67.25,C
STU11373,20,Female,5.2,96.8,70,81,65,72,288,72.0,B
STU11374,19,Female,2.4,87.1,49,56,68,67,240,60.0,C
STU11375,18,Male,6.5,65.7,78,86,100,96,360,90.0,A+
STU11376,19,Female,4.4,64.3,77,69,69,71,286,71.5,B
STU11377,17,Female,4.7,81.4,96,74,82,88,340,85.0,A
STU11378,21,Female,4.0,69.9,70,68,74,74,286,71.5,B
STU11379,19,Male,5.9,88.5,100,87,100,100,387,96.75,A+
STU11380,16,Female,5.9,82.4,96,100,95,84,375,93.75,A+
STU11381,17,Female,5.1,83.7,56,63,75,77,271,67.75,C
STU11382,21,Male,5.5,74.9,74,64,70,69,277,69.25,C
STU11383,18,Male,4.1,99.4,84,80,84,83,331,82.75,A
STU11384,21,Female,5.5,100.0,69,87,61,89,306,76.5,B
STU11385,16,Male,3.9,79.2,73,66,76,72,287,71.75,B
STU11386,17,Female,4.5,85.5,93,85,77,83,338,84.5,A
STU11387,18,Female,4.0,83.0,94,99,90,100,383,95.75,A+
STU11388,16,Female,3.7,79.4,74,80,82,73,309,77.25,B
STU11389,21,Male,3.3,73.7,69,75,60,69,273,68.25,C
STU11390,16,Male,5.3,71.2,82,77,95,100,354,88.5,A
STU11391,17,Female,6.9,70.6,61,90,70,79,300,75.0,B
STU11392,20,Male,6.6,86.1,82,95,100,88,365,91.25,A+
STU11393,16,Female,2.2,76.8,71,78,68,78,295,73.75,B
STU11394,16,Male,6.8,56.2,75,67,62,81,285,71.25,B
STU11395,21,Male,3.9,86.4,62,73,68,62,265,66.25,C
STU11396,21,Male,5.6,81.6,74,77,87,83,321,80.25,A
STU11397,18,Female,2.9,95.5,79,73,81,79,312,78.0,B
STU11398,21,Female,4.8,85.7,74,61,65,86,286,71.5,B
STU11399,19,Male,5.1,67.2,88,84,81,98,351,87.75,A
STU11400,17,Male,1.8,59.7,59,60,55,59,233,58.25,D
STU11401,17,Male,5.6,74.8,67,78,76,73,294,73.5,B
STU11402,20,Female,6.9,75.7,85,90,90,100,365,91.25,A+
STU11403,20,Male,4.2,91.4,92,91,100,97,380,95.0,A+
STU11404,17,Female,6.9,81.9,83,88,86,100,357,89.25,A
STU11405,20,Female,4.2,93.3,74,81,70,90,315,78.75,B
STU11406,18,Female,6.0,68.8,71,76,84,71,302,75.5,B
STU11407,21,Male,0.5,91.7,65,81,78,85,309,77.25,B
STU11408,17,Female,8.9,89.2,100,100,100,100,400,100.0,A+
STU11409,20,Male,7.2,61.8,89,100,99,98,386,96.5,A+
STU11410,17,Male,4.0,95.2,64,81,93,90,328,82.0,A
STU11411,19,Female,1.0,82.9,73,63,71,74,281,70.25,B
STU11412,16,Female,5.0,85.9,72,74,84,74,304,76.0,B
STU11413,21,Male,1.9,73.4,68,61,66,62,257,64.25,C
STU11414,17,Male,5.3,94.8,96,95,91,90,372,93.0,A+
STU11415,16,Female,5.2,70.1,94,99,89,97,379,94.75,A+
STU11416,20,Male,2.8,90.3,71,70,70,76,287,71.75,B
STU11417,16,Female,6.5,90.2,89,81,86,87,343,85.75,A
STU11418,21,Female,6.0,72.3,77,89,86,86,338,84.5,A
STU11419,17,Male,6.3,100.0,73,66,87,96,322,80.5,A
STU11420,19,Male,4.5,84.3,88,96,85,91,360,90.0,A+
STU11421,20,Male,2.0,88.5,76,76,91,77,320,80.0,A
STU11422,17,Female,6.3,66.7,77,83,89,85,334,83.5,A
STU11423,21,Female,4.0,100.0,82,78,80,80,320,80.0,A
STU11424,20,Male,2.0,69.8,52,71,68,79,270,67.5,C
STU11425,18,Female,6.9,92.2,84,88,88,85,345,86.25,A
STU11426,16,Female,8.3,72.1,100,93,98,96,387,96.75,A+
STU11427,21,Male,4.4,75.8,83,96,99,90,368,92.0,A+
STU11428,18,Female,8.4,89.9,74,84,76,83,317,79.25,B
STU11429,17,Male,4.7,92.3,84,81,83,93,341,85.25,A
STU11430,19,Male,3.8,69.3,44,64,70,73,251,62.75,C
STU11431,20,Male,3.4,92.9,90,90,83,84,347,86.75,A
STU11432,16,Male,7.4,92.4,86,84,91,95,356,89.0,A
STU11433,20,Male,3.1,72.6,57,65,56,64,242,60.5,C
STU11434,17,Male,5.8,98.0,90,92,81,98,361,90.25,A+
STU11435,20,Female,3.5,67.4,72,71,75,68,286,71.5,B
STU11436,16,Female,3.7,75.8,68,63,75,66,272,68.0,C
STU11437,17,Female,6.4,86.8,76,60,78,80,294,73.5,B
STU11438,20,Male,3.8,73.5,61,67,60,80,268,67.0,C
STU11439,19,Male,3.8,84.6,69,71,68,74,282,70.5,B
STU11440,21,Male,6.5,84.4,81,78,73,76,308,77.0,B
STU11441,17,Female,7.4,80.1,91,81,70,96,338,84.5,A
STU11442,21,Female,5.7,90.3,84,84,78,81,327,81.75,A
STU11443,17,Male,3.3,79.7,75,73,81,92,321,80.25,A
STU11444,19,Male,3.6,84.3,93,78,97,93,361,90.25,A+
STU11445,21,Female,4.6,93.5,89,96,95,80,360,90.0,A+
STU11446,18,Male,5.1,89.9,87,76,90,85,338,84.5,A
STU11447,16,Male,2.7,89.9,82,95,97,91,365,91.25,A+
STU11448,18,Female,5.8,70.5,69,65,61,79,274,68.5,C
STU11449,20,Female,4.7,87.2,97,91,100,98,386,96.5,A+
STU11450,19,Male,1.4,73.2,59,65,82,75,281,70.25,B
STU11451,18,Male,2.8,69.2,70,65,72,77,284,71.0,B
STU11452,17,Female,3.6,81.3,81,88,91,88,348,87.0,A
STU11453,20,Male,4.4,73.0,70,80,83,82,315,78.75,B
STU11454,20,Male,7.9,89.9,95,98,100,87,380,95.0,A+
STU11455,18,Male,4.9,90.1,92,90,90,96,368,92.0,A+
STU11456,18,Male,3.0,63.0,69,91,70,76,306,76.5,B
STU11457,19,Male,4.9,73.7,89,88,83,82,342,85.5,A
STU11458,16,Female,3.9,67.4,69,76,80,91,316,79.0,B
STU11459,18,Male,5.1,77.4,66,64,59,81,270,67.5,C
STU11460,18,Male,5.5,86.6,79,81,62,91,313,78.25,B
STU11461,21,Female,6.7,79.6,96,98,100,99,393,98.25,A+
STU11462,17,Female,4.5,76.1,90,84,88,94,356,89.0,A
STU11463,21,Female,7.5,95.0,86,92,92,92,362,90.5,A+
STU11464,21,Female,6.1,59.0,83,75,71,86,315,78.75,B
STU11465,20,Male,3.2,94.4,75,66,53,64,258,64.5,C
STU11466,16,Female,8.5,76.6,91,100,97,100,388,97.0,A+
STU11467,17,Male,5.1,81.2,75,66,78,75,294,73.5,B
STU11468,19,Female,3.0,76.7,81,81,73,87,322,80.5,A
STU11469,19,Female,7.5,97.4,84,74,94,93,345,86.25,A
STU11470,18,Female,8.2,69.7,100,99,92,100,391,97.75,A+
STU11471,18,Female,4.4,82.1,94,92,77,88,351,87.75,A
STU11472,19,Male,3.6,87.3,71,74,76,81,302,75.5,B
STU11473,18,Female,4.2,65.9,75,82,76,77,310,77.5,B
STU11474,16,Female,5.8,72.8,82,70,74,88,314,78.5,B
STU11475,21,Female,6.8,80.5,98,100,89,89,376,94.0,A+
STU11476,18,Male,5.5,73.1,59,87,72,84,302,75.5,B
STU11477,20,Female,4.7,73.8,62,57,66,65,250,62.5,C
STU11478,18,Male,7.2,78.5,77,77,85,80,319,79.75,B
STU11479,17,Male,3.9,88.5,75,82,77,73,307,76.75,B
STU11480,16,Male,6.4,78.6,93,100,92,99,384,96.0,A+
STU11481,17,Male,4.0,92.8,84,77,85,90,336,84.0,A
STU11482,17,Female,5.3,72.0,84,84,100,95,363,90.75,A+
STU11483,20,Male,4.3,69.5,91,86,76,93,346,86.5,A
STU11484,16,Female,4.4,100.0,89,63,94,79,325,81.25,A
STU11485,16,Male,3.8,75.4,65,72,73,74,284,71.0,B
STU11486,16,Male,6.9,68.9,70,89,81,87,327,81.75,A
STU11487,16,Male,3.2,64.6,61,52,71,68,252,63.0,C
STU11488,16,Male,3.2,92.8,59,62,45,70,236,59.0,D
STU11489,20,Male,8.3,78.6,100,89,100,100,389,97.25,A+
STU11490,18,Male,6.3,79.5,65,86,90,83,324,81.0,A
STU11491,17,Female,0.5,80.4,56,56,70,65,247,61.75,C
STU11492,16,Male,3.5,92.1,77,100,78,100,355,88.75,A
STU11493,18,Male,1.2,80.2,68,55,67,60,250,62.5,C
STU11494,18,Male,2.8,100.0,78,83,91,87,339,84.75,A
STU11495,17,Female,0.5,83.3,64,70,82,66,282,70.5,B
STU11496,20,Female,4.3,92.6,72,81,72,75,300,75.0,B
STU11497,19,Female,2.4,90.1,64,68,83,71,286,71.5,B
STU11498,19,Male,4.6,81.6,77,78,91,89,335,83.75,A
STU11499,18,Male,1.6,76.1,53,59,63,64,239,59.75,D
STU11500,21,Female,4.6,85.3,71,67,61,79,278,69.5,C
STU11501,21,Male,3.8,87.1,96,93,91,87,367,91.75,A+
STU11502,17,Male,7.2,76.3,70,78,83,85,316,79.0,B
STU11503,19,Male,7.0,83.7,89,100,96,100,385,96.25,A+
STU11504,18,Male,5.9,94.4,78,73,67,82,300,75.0,B
STU11505,20,Male,3.9,100.0,79,87,97,97,360,90.0,A+
STU11506,19,Female,8.1,90.5,100,91,87,98,376,94.0,A+
STU11507,18,Male,1.7,100.0,70,64,65,67,266,66.5,C
STU11508,18,Female,2.0,75.7,68,75,84,73,300,75.0,B
STU11509,16,Male,4.3,89.0,79,86,74,91,330,82.5,A
STU11510,20,Male,8.6,95.4,91,90,100,99,380,95.0,A+
STU11511,16,Female,4.1,73.0,76,85,79,83,323,80.75,A
STU11512,17,Male,4.2,77.1,59,57,57,59,232,58.0,D
STU11513,16,Female,1.9,99.4,68,51,66,72,257,64.25,C
STU11514,16,Female,6.2,72.2,84,78,87,89,338,84.5,A
STU11515,19,Male,6.2,68.6,86,82,71,92,331,82.75,A
STU11516,21,Female,5.9,97.3,76,67,60,69,272,68.0,C
STU11517,18,Male,3.4,94.0,66,74,82,79,301,75.25,B
STU11518,20,Female,3.2,86.3,58,61,64,66,249,62.25,C
STU11519,16,Male,2.2,81.5,67,68,72,74,281,70.25,B
STU11520,20,Female,4.7,77.6,66,72,72,80,290,72.5,B
STU11521,21,Male,2.6,84.8,78,84,64,68,294,73.5,B
STU11522,21,Female,2.4,97.8,64,80,79,85,308,77.0,B
STU11523,16,Female,3.7,84.4,89,95,90,96,370,92.5,A+
STU11524,17,Female,3.6,100.0,81,83,82,90,336,84.0,A
STU11525,16,Female,3.5,73.0,70,81,78,76,305,76.25,B
STU11526,19,Female,5.3,81.8,89,91,84,100,364,91.0,A+
STU11527,18,Female,4.6,78.3,81,84,84,72,321,80.25,A
STU11528,17,Male,4.0,71.1,53,62,74,54,243,60.75,C
STU11529,16,Male,4.8,80.5,84,79,95,85,343,85.75,A
STU11530,20,Male,2.7,86.2,66,59,71,71,267,66.75,C
STU11531,17,Male,4.7,87.2,80,93,83,83,339,84.75,A
STU11532,17,Male,4.8,100.0,73,82,93,82,330,82.5,A
STU11533,16,Female,1.8,86.6,49,67,74,64,254,63.5,C
STU11534,17,Male,6.3,93.5,87,100,100,99,386,96.5,A+
STU11535,20,Female,2.9,82.7,90,68,74,71,303,75.75,B
STU11536,21,Male,4.7,98.8,90,87,84,97,358,89.5,A
STU11537,17,Male,6.6,100.0,99,96,100,100,395,98.75,A+
STU11538,21,Female,6.2,87.3,88,96,95,94,373,93.25,A+
STU11539,20,Female,4.6,72.1,75,72,76,91,314,78.5,B
STU11540,16,Female,3.8,76.5,68,64,70,76,278,69.5,C
STU11541,18,Female,6.2,84.8,98,87,100,100,385,96.25,A+
STU11542,17,Male,5.7,86.6,81,89,81,93,344,86.0,A
STU11543,18,Female,3.4,89.0,69,73,69,74,285,71.25,B
STU11544,20,Male,3.1,86.6,68,63,59,71,261,65.25,C
STU11545,17,Male,0.8,82.1,39,62,60,64,225,56.25,D
STU11546,21,Male,4.8,75.6,77,71,100,81,329,82.25,A
STU11547,19,Male,4.4,86.0,61,60,65,70,256,64.0,C
STU11548,18,Male,6.5,100.0,96,87,96,100,379,94.75,A+
STU11549,17,Female,5.1,92.2,63,72,93,80,308,77.0,B
STU11550,18,Female,6.9,87.3,89,94,87,85,355,88.75,A
STU11551,17,Male,3.2,92.3,79,75,81,73,308,77.0,B
STU11552,16,Male,6.5,78.3,80,74,87,90,331,82.75,A
STU11553,21,Male,3.5,76.9,57,57,62,76,252,63.0,C
STU11554,18,Male,5.9,74.5,90,73,82,99,344,86.0,A
STU11555,19,Female,1.9,80.7,70,86,67,79,302,75.5,B
STU11556,19,Male,4.9,77.8,73,85,66,85,309,77.25,B
STU11557,20,Female,0.9,94.1,76,77,85,72,310,77.5,B
STU11558,17,Male,4.0,77.2,71,69,70,81,291,72.75,B
STU11559,18,Female,5.3,74.0,83,77,73,94,327,81.75,A
STU11560,20,Male,3.6,100.0,73,81,79,91,324,81.0,A
STU11561,18,Female,2.6,77.5,71,85,84,81,321,80.25,A
STU11562,17,Male,6.0,83.5,85,82,81,85,333,83.25,A
STU11563,19,Female,4.3,86.5,84,78,69,83,314,78.5,B
STU11564,16,Male,3.6,70.6,64,64,70,67,265,66.25,C
STU11565,19,Male,4.6,94.4,59,85,87,88,319,79.75,B
STU11566,20,Female,9.2,88.4,100,100,100,100,400,100.0,A+
STU11567,21,Female,6.6,97.6,95,96,95,100,386,96.5,A+
STU11568,16,Female,6.6,75.2,73,71,85,77,306,76.5,B
STU11569,20,Female,5.3,83.0,78,76,76,80,310,77.5,B
STU11570,17,Female,4.8,82.4,78,75,96,84,333,83.25,A
STU11571,16,Male,0.5,84.6,59,54,49,67,229,57.25,D
STU11572,20,Male,3.3,67.5,54,64,58,62,238,59.5,D
STU11573,17,Male,3.6,83.1,93,68,79,92,332,83.0,A
STU11574,19,Female,1.1,67.7,65,53,54,52,224,56.0,D
STU11575,21,Male,2.4,85.6,70,69,79,82,300,75.0,B
STU11576,17,Male,0.9,60.7,59,70,57,71,257,64.25,C
STU11577,18,Female,4.4,63.5,68,71,68,61,268,67.0,C
STU11578,17,Female,6.0,90.2,70,76,85,78,309,77.25,B
STU11579,17,Male,6.5,76.5,78,86,72,84,320,80.0,A
STU11580,21,Male,5.2,72.1,76,73,66,68,283,70.75,B
STU11581,18,Male,2.8,94.7,79,74,81,80,314,78.5,B
STU11582,20,Male,1.0,85.3,75,73,55,67,270,67.5,C
STU11583,20,Male,1.3,90.7,70,65,68,66,269,67.25,C
STU11584,17,Female,2.2,80.3,74,89,89,83,335,83.75,A
STU11585,18,Female,2.9,100.0,82,81,98,84,345,86.25,A
STU11586,18,Female,4.2,76.0,77,73,83,84,317,79.25,B
STU11587,21,Male,2.7,99.4,57,57,59,60,233,58.25,D
STU11588,19,Female,5.1,81.4,83,76,81,93,333,83.25,A
STU11589,20,Male,4.1,65.5,78,91,94,100,363,90.75,A+
STU11590,21,Male,4.5,86.8,56,44,65,65,230,57.5,D
STU11591,16,Female,6.6,85.1,82,100,85,100,367,91.75,A+
STU11592,20,Male,2.4,71.5,59,58,73,60,250,62.5,C
STU11593,21,Male,5.3,72.8,70,78,68,74,290,72.5,B
STU11594,20,Female,4.5,81.8,67,84,78,93,322,80.5,A
STU11595,19,Male,3.9,85.5,94,92,90,100,376,94.0,A+
STU11596,16,Female,6.1,57.3,68,80,93,95,336,84.0,A
STU11597,19,Male,6.1,92.5,88,87,88,85,348,87.0,A
STU11598,16,Female,2.8,77.1,52,63,65,63,243,60.75,C
STU11599,17,Male,4.2,68.7,70,64,78,81,293,73.25,B
STU11600,21,Male,5.0,91.4,92,83,94,95,364,91.0,A+
STU11601,16,Female,4.0,81.8,87,69,73,73,302,75.5,B
STU11602,19,Male,5.6,94.2,83,78,90,88,339,84.75,A
STU11603,20,Male,5.0,86.4,89,100,99,100,388,97.0,A+
STU11604,16,Male,7.8,82.0,100,100,100,100,400,100.0,A+
STU11605,21,Male,1.7,80.5,72,69,83,84,308,77.0,B
STU11606,16,Male,4.3,86.8,66,63,73,69,271,67.75,C
STU11607,18,Male,2.9,77.9,67,61,71,68,267,66.75,C
STU11608,20,Female,5.6,73.5,64,79,85,93,321,80.25,A
STU11609,21,Male,1.6,88.1,58,52,70,62,242,60.5,C
STU11610,21,Female,5.1,80.6,89,87,76,100,352,88.0,A
STU11611,17,Male,3.4,82.3,92,90,92,83,357,89.25,A
STU11612,19,Male,3.2,92.9,75,72,88,78,313,78.25,B
STU11613,17,Female,1.9,80.9,69,80,77,89,315,78.75,B
STU11614,21,Male,3.7,82.2,82,75,70,75,302,75.5,B
STU11615,20,Female,6.5,76.0,100,100,100,100,400,100.0,A+
STU11616,16,Male,4.5,86.3,68,79,74,85,306,76.5,B
STU11617,16,Female,5.6,85.5,87,92,84,96,359,89.75,A
STU11618,20,Female,7.5,91.0,100,100,100,100,400,100.0,A+
STU11619,21,Female,5.0,76.2,79,78,83,89,329,82.25,A
STU11620,16,Female,3.5,77.4,85,76,84,81,326,81.5,A
STU11621,16,Female,5.3,89.9,71,72,77,98,318,79.5,B
STU11622,16,Male,3.5,84.5,72,83,82,90,327,81.75,A
STU11623,19,Male,3.6,72.9,57,70,68,75,270,67.5,C
STU11624,19,Female,1.8,95.1,80,67,86,74,307,76.75,B
STU11625,18,Male,6.2,65.0,67,71,82,91,311,77.75,B
STU11626,17,Male,3.8,89.8,54,48,60,74,236,59.0,D
STU11627,20,Female,4.8,69.3,78,83,67,82,310,77.5,B
STU11628,20,Male,2.6,100.0,89,90,93,90,362,90.5,A+
STU11629,20,Female,5.3,66.6,88,92,80,88,348,87.0,A
STU11630,18,Female,3.1,93.5,72,85,73,81,311,77.75,B
STU11631,19,Female,4.2,81.2,91,82,83,99,355,88.75,A
STU11632,21,Female,6.1,78.3,73,85,85,90,333,83.25,A
STU11633,21,Male,5.9,83.9,80,79,65,75,299,74.75,B
STU11634,18,Male,4.5,88.3,69,52,63,59,243,60.75,C
STU11635,21,Male,1.3,73.0,59,51,53,57,220,55.0,D
STU11636,20,Male,9.9,73.8,100,100,100,100,400,100.0,A+
STU11637,17,Female,7.6,88.5,90,94,94,90,368,92.0,A+
STU11638,16,Female,5.8,64.9,73,65,81,88,307,76.75,B
STU11639,19,Male,3.1,76.2,87,96,79,96,358,89.5,A
STU11640,19,Male,4.3,100.0,73,72,59,71,275,68.75,C
STU11641,18,Female,3.5,72.3,83,81,77,78,319,79.75,B
STU11642,19,Male,6.8,93.5,100,95,95,100,390,97.5,A+
STU11643,20,Female,5.0,76.1,74,75,67,78,294,73.5,B
STU11644,21,Male,3.1,87.1,71,68,86,86,311,77.75,B
STU11645,20,Female,3.7,88.5,72,71,82,79,304,76.0,B
STU11646,18,Female,6.5,93.3,81,92,96,99,368,92.0,A+
STU11647,20,Female,7.4,80.0,100,100,95,100,395,98.75,A+
STU11648,21,Female,7.3,100.0,95,87,97,100,379,94.75,A+
STU11649,17,Male,5.9,76.1,87,90,98,98,373,93.25,A+
STU11650,18,Male,4.0,84.3,89,82,100,94,365,91.25,A+
STU11651,17,Female,0.5,84.5,53,50,51,63,217,54.25,D
STU11652,16,Male,5.0,70.8,87,76,99,91,353,88.25,A
STU11653,17,Female,4.5,79.1,61,77,63,73,274,68.5,C
STU11654,16,Female,4.8,83.6,68,83,85,84,320,80.0,A
STU11655,16,Female,4.6,77.7,78,90,74,80,322,80.5,A
STU11656,17,Female,2.1,100.0,58,58,81,69,266,66.5,C
STU11657,18,Female,5.5,73.6,94,92,84,96,366,91.5,A+
STU11658,21,Female,5.6,93.8,94,94,86,100,374,93.5,A+
STU11659,20,Male,5.7,90.6,79,77,81,87,324,81.0,A
STU11660,20,Male,6.2,81.9,100,84,79,97,360,90.0,A+
STU11661,21,Male,5.6,73.3,86,70,65,77,298,74.5,B
STU11662,16,Female,3.8,74.3,62,66,75,74,277,69.25,C
STU11663,16,Male,4.4,76.8,81,78,85,83,327,81.75,A
STU11664,18,Female,4.7,64.1,77,87,83,83,330,82.5,A
STU11665,19,Male,4.7,72.0,73,87,70,83,313,78.25,B
STU11666,17,Female,6.3,67.2,70,67,83,90,310,77.5,B
STU11667,16,Male,5.7,95.5,99,88,87,100,374,93.5,A+
STU11668,20,Female,8.2,88.2,88,100,98,100,386,96.5,A+
STU11669,18,Female,8.5,89.9,90,87,100,100,377,94.25,A+
STU11670,17,Male,4.6,87.9,61,68,72,57,258,64.5,C
STU11671,18,Male,0.5,83.7,63,57,82,65,267,66.75,C
STU11672,17,Female,6.7,96.6,89,99,91,100,379,94.75,A+
STU11673,17,Female,3.5,75.9,75,60,73,75,283,70.75,B
STU11674,21,Male,3.1,83.1,62,69,82,82,295,73.75,B
STU11675,16,Female,3.8,89.5,72,81,63,71,287,71.75,B
STU11676,18,Female,3.7,68.8,54,73,58,62,247,61.75,C
STU11677,18,Female,5.6,100.0,97,86,87,96,366,91.5,A+
STU11678,21,Male,1.7,82.3,88,68,67,74,297,74.25,B
STU11679,20,Male,2.6,83.4,65,75,71,66,277,69.25,C
STU11680,20,Female,5.1,94.6,83,98,85,100,366,91.5,A+
STU11681,16,Female,5.6,91.1,65,63,57,64,249,62.25,C
STU11682,16,Female,5.7,82.4,90,89,100,100,379,94.75,A+
STU11683,19,Male,3.1,83.3,91,68,64,85,308,77.0,B
STU11684,21,Male,2.7,67.0,80,71,76,68,295,73.75,B
STU11685,20,Male,3.6,76.4,51,45,44,44,184,46.0,F
STU11686,17,Male,4.9,87.2,86,88,94,99,367,91.75,A+
STU11687,18,Male,7.2,86.4,86,75,96,87,344,86.0,A
STU11688,16,Male,0.8,94.2,63,55,62,63,243,60.75,C
STU11689,18,Female,4.1,80.8,75,79,80,84,318,79.5,B
STU11690,18,Male,2.1,68.1,55,73,69,74,271,67.75,C
STU11691,19,Female,1.5,92.6,80,71,73,71,295,73.75,B
STU11692,20,Female,6.2,96.4,96,93,95,100,384,96.0,A+
STU11693,16,Female,5.5,91.0,89,85,98,92,364,91.0,A+
STU11694,18,Male,5.3,80.4,78,89,78,94,339,84.75,A
STU11695,16,Female,6.2,92.4,85,91,83,100,359,89.75,A
STU11696,17,Female,3.6,100.0,72,73,72,70,287,71.75,B
STU11697,19,Female,3.7,83.2,56,71,71,74,272,68.0,C
STU11698,17,Female,8.4,68.9,100,96,84,100,380,95.0,A+
STU11699,16,Female,4.1,76.1,73,73,82,87,315,78.75,B
STU11700,16,Female,5.8,88.3,75,84,82,100,341,85.25,A
STU11701,20,Male,4.5,66.0,81,77,75,75,308,77.0,B
STU11702,18,Female,1.2,83.7,65,67,58,68,258,64.5,C
STU11703,18,Male,0.8,85.8,48,51,70,57,226,56.5,D
STU11704,17,Female,3.5,97.4,94,79,85,98,356,89.0,A
STU11705,19,Male,6.4,95.1,99,79,82,96,356,89.0,A
STU11706,21,Male,5.9,90.6,88,94,98,100,380,95.0,A+
STU11707,18,Female,6.1,60.4,59,78,72,63,272,68.0,C
STU11708,20,Female,2.7,91.2,80,92,95,93,360,90.0,A+
STU11709,17,Male,7.4,89.1,95,85,88,93,361,90.25,A+
STU11710,17,Male,2.8,84.6,79,76,58,67,280,70.0,B
STU11711,21,Female,4.9,64.7,68,75,68,90,301,75.25,B
STU11712,20,Male,4.5,74.2,79,80,73,74,306,76.5,B
STU11713,19,Female,4.2,70.3,67,88,82,76,313,78.25,B
STU11714,20,Male,6.9,61.8,78,84,86,86,334,83.5,A
STU11715,19,Female,3.2,82.0,57,67,69,58,251,62.75,C
STU11716,20,Female,2.1,74.0,68,74,78,81,301,75.25,B
STU11717,20,Male,4.5,100.0,74,76,92,93,335,83.75,A
STU11718,16,Male,3.8,80.3,65,55,79,79,278,69.5,C
STU11719,17,Male,10.0,94.9,95,89,100,100,384,96.0,A+
STU11720,20,Female,5.7,66.3,66,68,69,80,283,70.75,B
STU11721,21,Female,3.8,76.7,77,79,93,83,332,83.0,A
STU11722,20,Female,2.6,83.0,65,76,68,75,284,71.0,B
STU11723,18,Male,1.1,72.9,64,63,61,64,252,63.0,C
STU11724,17,Male,2.7,77.8,70,74,82,78,304,76.0,B
STU11725,18,Male,4.7,79.8,78,81,79,83,321,80.25,A
STU11726,17,Male,7.1,79.7,100,93,100,100,393,98.25,A+
STU11727,18,Female,6.5,100.0,95,95,82,94,366,91.5,A+
STU11728,20,Female,4.9,85.8,76,90,82,100,348,87.0,A
STU11729,20,Female,3.9,86.8,78,69,87,88,322,80.5,A
STU11730,16,Male,5.0,87.4,83,94,92,92,361,90.25,A+
STU11731,21,Female,3.6,88.1,90,68,81,89,328,82.0,A
STU11732,18,Female,7.6,81.2,92,76,98,97,363,90.75,A+
STU11733,19,Female,4.2,78.8,94,100,100,97,391,97.75,A+
STU11734,16,Female,4.3,83.7,78,70,77,91,316,79.0,B
STU11735,18,Male,0.5,93.6,51,56,55,67,229,57.25,D
STU11736,18,Male,4.1,93.3,87,81,78,84,330,82.5,A
STU11737,16,Female,6.0,79.6,72,68,89,68,297,74.25,B
STU11738,20,Male,2.6,89.7,83,77,82,85,327,81.75,A
STU11739,18,Male,3.1,80.1,39,51,51,51,192,48.0,F
STU11740,20,Female,5.9,82.3,88,86,89,88,351,87.75,A
STU11741,16,Female,1.8,77.3,60,62,69,68,259,64.75,C
STU11742,20,Female,6.4,80.2,93,100,100,100,393,98.25,A+
STU11743,17,Male,3.5,95.4,55,59,75,71,260,65.0,C
STU11744,19,Male,3.8,82.9,58,70,72,78,278,69.5,C
STU11745,18,Female,2.5,83.4,59,71,80,78,288,72.0,B
STU11746,21,Female,5.2,67.5,75,88,78,73,314,78.5,B
STU11747,19,Female,8.9,78.9,87,88,100,100,375,93.75,A+
STU11748,20,Female,5.9,79.6,84,81,93,89,347,86.75,A
STU11749,18,Female,2.9,73.7,69,60,67,70,266,66.5,C
STU11750,20,Female,6.5,82.2,87,96,96,81,360,90.0,A+
STU11751,17,Male,3.9,77.7,39,48,75,59,221,55.25,D
STU11752,16,Female,7.0,82.8,86,89,98,87,360,90.0,A+
STU11753,18,Female,6.0,83.2,87,62,74,81,304,76.0,B
STU11754,17,Female,0.5,72.4,65,65,69,69,268,67.0,C
STU11755,17,Female,2.7,78.0,93,91,82,85,351,87.75,A
STU11756,18,Female,6.2,82.8,85,77,100,97,359,89.75,A
STU11757,20,Male,4.8,93.8,80,95,100,100,375,93.75,A+
